submission_number,device_name,company,regulatory_pathway,date_of_final_decision,medical_specialty,baseline_ai_function_scope,ai_function_scope,baseline_clinical_function_group,clinical_function_group
K230197,BoneMRI v1.6,MRIguidance B.V.,510k,2023-02-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230208,Swoop® Portable MR Imaging System,"Hyperfine, Inc.",510k,2023-02-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230209,Sonix Health,"Ontact Health Co., Ltd.",510k,2023-10-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230220,NeuViz 128 Multi-Slice CT Scanner System,"Neusoft Medical Systems Co., Ltd.",510k,2023-10-11,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K230223,iCAC Device,"Bunkerhill, Inc",510k,2023-04-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230252,OFIX MIS App,Orthofix US LLC,510k,2023-09-26,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230264,Ezra Flash,"Ezra AI, Inc.",510k,2023-04-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230273,Saranas Early Bird Bleed Monitoring System,Saranas Inc.,510k,2023-05-25,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230292,Samsung ECG Monitor Application with Irregular Heart Rhythm Notification,"Samsung Electronics Co., Ltd",510k,2023-05-02,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K230337,EarliPoint,"EarliTec Diagnostics, Inc",510k,2023-06-29,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230346,Voluson SWIFT; Voluson SWIFT+,"GE Medical Systems Ultrasound & Primary Care Diagnostic, LLC",510k,2023-06-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230355,"Vantage Galan 3T, MRT-3020, V9.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,510k,2023-08-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K230365,Sonio Detect,Sonio,510k,2023-07-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230370,SpotLight/SpotLight Duo (with DLIR option),Arineta Ltd.,510k,2023-10-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230497,Bladder AI (AIBV01),Exo Inc,510k,2023-06-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230534,BriefCase-Quantification,"Aidoc Medical, Ltd.",510k,2023-11-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230552,MR DWI/FLAIR Measurement V1.0,Olea Medical,510k,2023-04-26,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230553,"LINQ II Insertable Cardiac Monitor, CareLink SmartSync LINQ II ICM Application","Medtronic, Inc.",510k,2023-04-26,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230575,Limbus Contour,Limbus AI Inc.,510k,2023-04-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230658,SKOUT® system,Iterative Scopes Inc.,510k,2023-04-07,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230685,AutoContour Model RADAC V3,"Radformation, Inc.",510k,2023-04-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230751,EW10-EC02 Endoscopy Support Program,FUJIFILM Corporation,510k,2023-12-15,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230772,Quantib Prostate,Quantib BV,510k,2023-04-17,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230807,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,510k,2023-04-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230812,Withings Scan Monitor 2.0,Withings,510k,2023-08-23,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230823,AusculThing ACC,AusculThing Oy,510k,2023-07-12,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230842,SignalHF (IM008),Implicity Inc.,510k,2023-10-25,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230850,United Orthopedic Knee Patient Specific Instrumentation,"Enhatch, Inc.",510k,2023-12-20,Orthopedic,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,UNCERTAIN,UNCERTAIN
K230854,SwiftMR,AIRS Medical Inc.,510k,2023-10-27,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230899,qXR-PTX-PE,Qure.ai Technologies,510k,2023-08-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230913,ANDI,"Imeka Solutions, Inc.",510k,2023-07-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K230977,SIS System,"Surgical Information Sciences, Inc.",510k,2023-05-02,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K231001,DeepTek CXR Analyzer v1.0,DeepTek Medical Imaging Pvt Ltd,510k,2023-10-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231010,Corvair,"AliveCor, Inc.",510k,2024-06-07,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231025,EFAI NeuroSuite CT ICH Assessment System,"Ever Fortune.AI Co., Ltd.",510k,2023-10-04,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231038,Global Hypoperfusion Index (GHI) Algorithm,"Edwards Lifesciences, LLC",510k,2023-07-26,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231068,autoSCORE,Holberg EEG AS,510k,2024-01-07,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231094,Annalise Enterprise CTB Triage-OH,Annalise-AI Pty Ltd,510k,2023-08-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231130,TumorSight Viz,"SimBioSys, Inc.",510k,2023-12-26,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231143,GI Genius System 100 and GI Genius System 200,Cosmo Artificial Intelligence - AI Ltd,510k,2023-05-19,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231149,qXR-CTR,Qure.ai Technologies,510k,2023-09-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231157,syngo.CT Lung CAD (Version VD30),Siemens Healthcare GmbH,510k,2023-07-19,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231173,Irregular Rhythm Notification Feature (IRNF),Apple Inc.,510k,2023-07-21,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231190,EPIQ Series Diagnostic Ultrasound System,Philips Ultrasound LLC,510k,2023-05-12,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K231195,Brainomix 360 Triage ICH,Brainomix Limited,510k,2023-07-27,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231207,"CARTO 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.",510k,2023-09-07,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K231281,Aquilion Serve (TSX-307A/1) V1.3,Canon Medical Systems Corporation,510k,2023-09-19,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231324,DASI Dimensions (V1.0),DASI Simulations,510k,2024-01-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231335,Cleerly ISCHEMIA,"Cleerly, Inc",510k,2023-09-08,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231355,Aurora,EnsoData,510k,2024-02-09,Anesthesiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,UNCERTAIN,UNCERTAIN
K231384,Annalise Enterprise CTB Triage Trauma,Annalise-AI Pty Ltd.,510k,2023-09-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231396,CEPHX- Cephalometric Analysis Software,Orca Dental AI LTD,510k,2024-01-31,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231398,VUNO Med-DeepBrain,VUNO Inc.,510k,2023-10-04,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231459,HepaFatSmart (V2.0.0),Resonance Health Analysis Services Pty Ltd,510k,2023-06-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231470,Lunit INSIGHT DBT,Lunit Inc.,510k,2023-11-06,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231560,MAGNETOM Vida; MAGNETOM Lumina; MAGNETOM Aera; MAGNETOM Skyra; MAGNETOM Prisma; MAGNETOM Prisma fit,"Siemens Medical Solutions USA, Inc.",510k,2023-10-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231570,StrokeViewer Perfusion,NICo-Lab B.V.,510k,2023-12-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231572,uMI Panorama,"Shanghai United Imaging Healthcare Co., Ltd.",510k,2023-07-26,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K231587,MAGNETOM Cima.X,"Siemens Medical Solutions USA, Inc.",510k,2023-12-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231617,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.",510k,2023-11-09,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231631,BriefCase-Quantification,"Aidoc Medical, Ltd.",510k,2023-11-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231642,Veuron-Brain-pAb3,"Heuron Co., Ltd.",510k,2023-10-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231668,Spine CAMP (1.1),"Medical Metrics, Inc.",510k,2023-07-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231677,EdgeFlow UH10,Edgecare Inc.,510k,2024-03-06,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231678,Overjet Periapical Radiolucency Assist,"Overjet, Inc",510k,2023-09-21,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231683,inHEART Models,"inHEART, SAS",510k,2024-02-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231690,iCAS-LV,HighRAD Ltd.,510k,2024-03-01,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231748,Cartesion Prime (PCD-1000A/3) V10.15,Canon Medical Systems Corporation,510k,2023-09-12,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231757,Ez3D-i /E3,"Ewoosoft Co., Ltd",510k,2023-07-14,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K231764,Ultrasound System 1300,BK Medical Aps,510k,2023-10-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231765,Contour ProtégéAI,MIM Software Inc.,510k,2023-11-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231767,Annalise Enterprise CTB Triage Trauma,Annalise-AI Pty Ltd,510k,2023-09-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231772,"V8/H8 Diagnostic Ultrasound System, V7/H7 Diagnostic Ultrasound System, V6/H6 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",510k,2023-10-03,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231779,REMI AI Discrete Detection Module,"Epitel, Inc.",510k,2024-01-03,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231805,qXR-LN,Qure.ai Technologies,510k,2023-12-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231833,Biograph Vision.X and Biograph Vision.X Edge,"Siemens Medical Solutions USA, Inc.",510k,2023-07-13,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K231837,Brainomix 360 Triage LVO,Brainomix Limited,510k,2023-09-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231855,QOCA® image Smart RT Contouring System,Quanta Computer Inc.,510k,2024-02-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231871,Radify Triage,Envisionit DeepAI Ltd,510k,2024-01-17,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231898,DTX Studio Clinic (4.0),Nobel Biocare AB,510k,2023-12-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K231917,VEA Align,EOS imaging,510k,2024-01-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231928,EFAI RTSUITE CT HCAP-Segmentation System,"Ever Fortune.AI Co., Ltd.",510k,2023-09-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231929,iQ-solutions,Sydney Neuroimaging Analysis Centre Pty Ltd,510k,2023-12-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231955,aprevo® Digital Segmentation,"Carlsmed, Inc.",510k,2023-11-03,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K231965,"Voluson Expert 22, Voluson Expert 20, Voluson Expert 18","GE Medical Systems Ultrasound and Primary Care Diagnostics,",510k,2023-10-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K231966,LOGIQ E10,"GE Medical Systems Ultrasound and Primary care Diagnostics,",510k,2023-11-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K231989,"LOGIQ E10s, LOGIQ Fortis","GE Medical Systems Ultrasound and Primary Care Diagnostic,",510k,2023-11-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K232000,syngo.via MI Workflows; Scenium; syngo MBF,"Siemens Medical Solutions USA, Inc.",510k,2023-11-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K232023,Momentum Spine,Momentum Health Inc.,510k,2023-10-04,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232035,Impala,"AliveCor, Inc.",510k,2024-06-07,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K232045,MeVis Liver Suite,MeVis Medical Solutions AG,510k,2023-10-27,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232083,BriefCase-Quantification,"Aidoc Medical, Ltd.",510k,2023-11-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232096,Transpara Density 1.0.0,Screenpoint Medical B.V.,510k,2023-12-11,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232140,OTS Hip,Ortoma AB,510k,2024-03-11,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232145,"ACUSON Sequoia Diagnostic Ultrasound System, ACUSON Sequoia Select Diagnostic Ultrasound System, ACUSON Origin Diagnostic Ultrasound System","Siemens Medical Solutions USA, Inc.",510k,2023-10-30,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K232148,X-Guide Surgical Navigation System,"X-Nav Technologies, LLC",510k,2024-02-21,Dental,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232156,Rapid ASPECTS (v3),"iSchemaView, Inc.",510k,2024-01-19,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232231,QP-Brain®,Quibim S.L.,510k,2023-12-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232237,Tyto Insights for Wheeze Detection,Tyto Care Ltd.,510k,2023-12-13,Anesthesiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232250,SurgiCount+ System,Stryker Instruments,510k,2024-01-11,General Hospital,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232257,Clarius Bladder AI,Clarius Mobile Health Corp.,510k,2023-11-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232305,AI-Rad Companion Brain MR,Siemens Medical Solutions U.S.A.,510k,2023-10-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232322,MAGNETOM Terra; MAGNETOM Terra.X,"Siemens Medical Solutions USA, Inc.",510k,2024-03-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232331,InVision Precision LVEF (LVEF),InVision Medical Technology Corporation,510k,2024-04-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232363,"Viz HDS, Viz Volume Plus, Viz ICH+","Viz.ai, Inc.",510k,2024-02-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232367,cmAngio® V1.0,"CureMetrix, Inc.",510k,2023-10-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232381,LOGIQ Totus,"GE Medical Systems Ultrasound and Primary care Diagnostics,",510k,2023-12-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232384,Videa Dental Assist,"VideaHealth, Inc.",510k,2023-12-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K232410,SmartChest,Milvue,510k,2024-05-10,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232412,LungQ v3.0.0,Thirona BV,510k,2024-01-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K232416,AUTION EYE AI-4510 Urine Particle Analysis System,Arkray Inc.,510k,2024-05-03,Hematology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
