annotation_id,submission_number,field,baseline_codes,codes,annotation_state,source_limited,limitation_layer
K230074:action,K230074,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K230074:component_status,K230074,component_status,SINGLE,SINGLE,CODED,false,NONE
K230082:input,K230082,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230082:output,K230082,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K230082:user,K230082,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K230082:setting,K230082,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230082:action,K230082,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K230082:component_status,K230082,component_status,SINGLE,SINGLE,CODED,false,NONE
K230084:input,K230084,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230084:output,K230084,output,CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K230084:user,K230084,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230084:setting,K230084,setting,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,CODED,false,NONE
K230084:action,K230084,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230084:component_status,K230084,component_status,SINGLE,SINGLE,CODED,false,NONE
K230085:input,K230085,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230085:output,K230085,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K230085:user,K230085,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230085:setting,K230085,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230085:action,K230085,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230085:component_status,K230085,component_status,SINGLE,SINGLE,CODED,false,NONE
K230096:input,K230096,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230096:output,K230096,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS;OTHER,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS;OTHER,CODED,false,NONE
K230096:user,K230096,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K230096:setting,K230096,setting,SCREENING;DIAGNOSTIC_INTERPRETATION,SCREENING;DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230096:action,K230096,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230096:component_status,K230096,component_status,SINGLE,SINGLE,CODED,false,NONE
K230112:input,K230112,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230112:output,K230112,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;RISK_SCORE_OR_PREDICTION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;RISK_SCORE_OR_PREDICTION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230112:user,K230112,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230112:setting,K230112,setting,DIAGNOSTIC_INTERPRETATION;INPATIENT;OUTPATIENT;SCREENING,DIAGNOSTIC_INTERPRETATION;INPATIENT;OUTPATIENT;SCREENING,CODED,false,NONE
K230112:action,K230112,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230112:component_status,K230112,component_status,SINGLE,SINGLE,CODED,false,NONE
K230144:input,K230144,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230144:output,K230144,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K230144:user,K230144,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230144:setting,K230144,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230144:action,K230144,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230144:component_status,K230144,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K230150:input,K230150,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230150:output,K230150,output,SEGMENTATION_OR_LOCALIZATION;RECONSTRUCTION_OR_ENHANCEMENT,SEGMENTATION_OR_LOCALIZATION;RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230150:user,K230150,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230150:setting,K230150,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230150:action,K230150,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K230150:component_status,K230150,component_status,SINGLE,SINGLE,CODED,false,NONE
K230179:input,K230179,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230179:output,K230179,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K230179:user,K230179,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230179:setting,K230179,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,CODED,false,NONE
K230179:action,K230179,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230179:component_status,K230179,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K230197:input,K230197,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230197:output,K230197,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230197:user,K230197,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K230197:setting,K230197,setting,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,CODED,false,NONE
K230197:action,K230197,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230197:component_status,K230197,component_status,SINGLE,SINGLE,CODED,false,NONE
K230208:input,K230208,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230208:output,K230208,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230208:user,K230208,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230208:setting,K230208,setting,DIAGNOSTIC_INTERPRETATION;ACUTE_TRIAGE_OR_EMERGENCY;INPATIENT;OTHER,DIAGNOSTIC_INTERPRETATION;ACUTE_TRIAGE_OR_EMERGENCY;INPATIENT;OTHER,CODED,false,NONE
K230208:action,K230208,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230208:component_status,K230208,component_status,SINGLE,SINGLE,CODED,false,NONE
K230209:input,K230209,input,MEDICAL_IMAGE;AUDIO_OR_VIDEO,MEDICAL_IMAGE;AUDIO_OR_VIDEO,CODED,false,NONE
K230209:output,K230209,output,CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230209:user,K230209,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230209:setting,K230209,setting,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,CODED,false,NONE
K230209:action,K230209,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K230209:component_status,K230209,component_status,SINGLE,SINGLE,CODED,false,NONE
K230220:input,K230220,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230220:output,K230220,output,RECONSTRUCTION_OR_ENHANCEMENT;RECOMMENDATION_OR_PLANNING,RECONSTRUCTION_OR_ENHANCEMENT;RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K230220:user,K230220,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K230220:setting,K230220,setting,OTHER,OTHER,CODED,false,NONE
K230220:action,K230220,action,WORKFLOW_OR_DOCUMENTATION;OTHER,WORKFLOW_OR_DOCUMENTATION;OTHER,CODED,false,NONE
K230220:component_status,K230220,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K230223:input,K230223,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230223:output,K230223,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230223:user,K230223,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K230223:setting,K230223,setting,SCREENING;DIAGNOSTIC_INTERPRETATION,SCREENING;DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230223:action,K230223,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230223:component_status,K230223,component_status,SINGLE,SINGLE,CODED,false,NONE
K230252:input,K230252,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230252:output,K230252,output,MEASUREMENT_OR_QUANTIFICATION;RECOMMENDATION_OR_PLANNING,MEASUREMENT_OR_QUANTIFICATION;RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K230252:user,K230252,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230252:setting,K230252,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230252:action,K230252,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K230252:component_status,K230252,component_status,SINGLE,SINGLE,CODED,false,NONE
K230264:input,K230264,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230264:output,K230264,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230264:user,K230264,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K230264:setting,K230264,setting,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,CODED,false,NONE
K230264:action,K230264,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230264:component_status,K230264,component_status,SINGLE,SINGLE,CODED,false,NONE
K230273:input,K230273,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K230273:output,K230273,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K230273:user,K230273,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230273:setting,K230273,setting,PROCEDURAL_OR_OPERATING_ROOM;MONITORING,PROCEDURAL_OR_OPERATING_ROOM;MONITORING,CODED,false,NONE
K230273:action,K230273,action,MONITORING_OR_FOLLOW_UP,MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K230273:component_status,K230273,component_status,SINGLE,SINGLE,CODED,false,NONE
K230292:input,K230292,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K230292:output,K230292,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230292:user,K230292,user,PATIENT_OR_CAREGIVER;OTHER_CLINICIAN,PATIENT_OR_CAREGIVER;OTHER_CLINICIAN,CODED,false,NONE
K230292:setting,K230292,setting,HOME_OR_CONSUMER;MONITORING,HOME_OR_CONSUMER;MONITORING,CODED,false,NONE
K230292:action,K230292,action,MONITORING_OR_FOLLOW_UP;PATIENT_SELF_MANAGEMENT;REFERRAL_OR_ESCALATION,MONITORING_OR_FOLLOW_UP;PATIENT_SELF_MANAGEMENT;REFERRAL_OR_ESCALATION,CODED,false,NONE
K230292:component_status,K230292,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K230337:input,K230337,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K230337:output,K230337,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K230337:user,K230337,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230337:setting,K230337,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K230337:action,K230337,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230337:component_status,K230337,component_status,SINGLE,SINGLE,CODED,false,NONE
K230346:input,K230346,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230346:output,K230346,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K230346:user,K230346,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230346:setting,K230346,setting,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,CODED,false,NONE
K230346:action,K230346,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K230346:component_status,K230346,component_status,SINGLE,SINGLE,CODED,false,NONE
K230355:input,K230355,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230355:output,K230355,output,RECONSTRUCTION_OR_ENHANCEMENT;RECOMMENDATION_OR_PLANNING,RECONSTRUCTION_OR_ENHANCEMENT;RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K230355:user,K230355,user,OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K230355:setting,K230355,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230355:action,K230355,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K230355:component_status,K230355,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K230365:input,K230365,input,MEDICAL_IMAGE;AUDIO_OR_VIDEO,MEDICAL_IMAGE;AUDIO_OR_VIDEO,CODED,false,NONE
K230365:output,K230365,output,CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT,CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT,CODED,false,NONE
K230365:user,K230365,user,OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K230365:setting,K230365,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230365:action,K230365,action,WORKFLOW_OR_DOCUMENTATION;INTERPRETATION_OR_DIAGNOSIS,WORKFLOW_OR_DOCUMENTATION;INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230365:component_status,K230365,component_status,SINGLE,SINGLE,CODED,false,NONE
K230370:input,K230370,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230370:output,K230370,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230370:user,K230370,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K230370:setting,K230370,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230370:action,K230370,action,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K230370:component_status,K230370,component_status,SINGLE,SINGLE,CODED,false,NONE
K230497:input,K230497,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230497:output,K230497,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230497:user,K230497,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230497:setting,K230497,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230497:action,K230497,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K230497:component_status,K230497,component_status,SINGLE,SINGLE,CODED,false,NONE
K230534:input,K230534,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230534:output,K230534,output,MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION,MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K230534:user,K230534,user,RADIOLOGIST;OTHER_CLINICIAN,RADIOLOGIST;OTHER_CLINICIAN,CODED,false,NONE
K230534:setting,K230534,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230534:action,K230534,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230534:component_status,K230534,component_status,SINGLE,SINGLE,CODED,false,NONE
K230552:input,K230552,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230552:output,K230552,output,MEASUREMENT_OR_QUANTIFICATION;RECONSTRUCTION_OR_ENHANCEMENT,MEASUREMENT_OR_QUANTIFICATION;RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230552:user,K230552,user,OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K230552:setting,K230552,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K230552:action,K230552,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230552:component_status,K230552,component_status,SINGLE,SINGLE,CODED,false,NONE
K230553:input,K230553,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K230553:output,K230553,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230553:user,K230553,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K230553:setting,K230553,setting,MONITORING,MONITORING,CODED,false,NONE
K230553:action,K230553,action,MONITORING_OR_FOLLOW_UP,MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K230553:component_status,K230553,component_status,SINGLE,SINGLE,CODED,false,NONE
K230575:input,K230575,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230575:output,K230575,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K230575:user,K230575,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K230575:setting,K230575,setting,PROCEDURAL_OR_OPERATING_ROOM;MONITORING,PROCEDURAL_OR_OPERATING_ROOM;MONITORING,CODED,false,NONE
K230575:action,K230575,action,TREATMENT_OR_PROCEDURE_PLANNING;MONITORING_OR_FOLLOW_UP,TREATMENT_OR_PROCEDURE_PLANNING;MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K230575:component_status,K230575,component_status,SINGLE,SINGLE,CODED,false,NONE
K230658:input,K230658,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K230658:output,K230658,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K230658:user,K230658,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230658:setting,K230658,setting,SCREENING;MONITORING;PROCEDURAL_OR_OPERATING_ROOM,SCREENING;MONITORING;PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230658:action,K230658,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230658:component_status,K230658,component_status,SINGLE,SINGLE,CODED,false,NONE
K230685:input,K230685,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230685:output,K230685,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K230685:user,K230685,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230685:setting,K230685,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230685:action,K230685,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K230685:component_status,K230685,component_status,SINGLE,SINGLE,CODED,false,NONE
K230751:input,K230751,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K230751:output,K230751,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K230751:user,K230751,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230751:setting,K230751,setting,SCREENING;MONITORING;PROCEDURAL_OR_OPERATING_ROOM,SCREENING;MONITORING;PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230751:action,K230751,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230751:component_status,K230751,component_status,SINGLE,SINGLE,CODED,false,NONE
K230772:input,K230772,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230772:output,K230772,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY;RECONSTRUCTION_OR_ENHANCEMENT,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY;RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230772:user,K230772,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230772:setting,K230772,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230772:action,K230772,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230772:component_status,K230772,component_status,SINGLE,SINGLE,CODED,false,NONE
K230807:input,K230807,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230807:output,K230807,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230807:user,K230807,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K230807:setting,K230807,setting,OTHER,OTHER,CODED,false,NONE
K230807:action,K230807,action,WORKFLOW_OR_DOCUMENTATION;OTHER,WORKFLOW_OR_DOCUMENTATION;OTHER,CODED,false,NONE
K230807:component_status,K230807,component_status,SINGLE,SINGLE,CODED,false,NONE
K230812:input,K230812,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K230812:output,K230812,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230812:user,K230812,user,OTHER_CLINICIAN;PATIENT_OR_CAREGIVER,OTHER_CLINICIAN;PATIENT_OR_CAREGIVER,CODED,false,NONE
K230812:setting,K230812,setting,MONITORING;OUTPATIENT;HOME_OR_CONSUMER;OTHER,MONITORING;OUTPATIENT;HOME_OR_CONSUMER;OTHER,CODED,false,NONE
K230812:action,K230812,action,MONITORING_OR_FOLLOW_UP;PATIENT_SELF_MANAGEMENT,MONITORING_OR_FOLLOW_UP;PATIENT_SELF_MANAGEMENT,CODED,false,NONE
